tourist_name,tourist_country,topic,reviews,visit_date,tourist_type,reviewed_place
thomaslegner,"Vienna, Austria",A must-do,"If you've come all the way to LÃ¼deritz then you must go to Kolmanskop. It is best to go there very early in the morning for sunrise, the light for photography is fantastic. Bring a tripod for shooting inside the various buildings. We made arrangements in advance through LÃ¼deritz Safaris & Tours to have a taxi pick us up at 5:45 and got to Kolmanskop in time for a beautiful sunrise. 1 - 2 hours is probably sufficient.",27-Dec-18,Friends,Okaukuejo waterhole
thomasmV6032RO,"Pender Island, British Columbia",Namibia Tours and Safaris,"Namibia Tours and Safaris organized a rather complex safari for us in three countries (Namibia, Botswana and Zimbabwe) which involved complex coordination of transport and accommodation.  The trip went faultlessly which greatly added to the enjoyment.They were a pleasure to work with on the initial arrangements and made many useful suggestions.  We would certainly use them again with no reservations.Tom Maxwell",22-May-16,Couples,Dune 45
Thorge,Cologne,If you are interested in history you might like it,I wouldn't go there again if I knew before what to expect. If you are interested in history you might like it. But for the average person I think it is not very interesting. The carvings are very old. Okay. But of course they are not very artistic or particularly interesting - at least not for me.,3-Jul-16,Couples,Okaukuejo waterhole
Thrumptonpie,"Nottingham, UK",A unique experience,"Fantastic sand dunes. Soft sand. Stunning colours. Contrasted with the salt flats and petrified trees below. A ""must see"" in Namibia.",5-Dec-17,Friends,Dune 7
Thunderboltz,Cape Town,"Excellent viewings, best NWR offering","This is a beautifully situated water hole at the best run resort that we stayed at within Etosha.  Magical sunset viewing of elephant, rhino and giraffe.  Even with just birds during the mid-day heat this waterhole is more approachable and appealing than the ones at Namutoni and Halali.",22-Dec-17,Family,Spitzkoppe
Thunderboltz,Cape Town,Not much open early on a Sunday,Sadly we only found one or two shops open at the market on a Sunday morning before we had to leave Windhoek at 10am.  One was a textile / clothes shop and the other offered a range of curio jewellery at fairly reasonable prices.  We were hoping to find more interesting items as the options here and at Etosha were quite similar.  Maybe some of the other closed shops had some gems.....,9-Jan-18,Family,Epupa Falls
Tiacai,"San Jose, Costa Rica","Great walk, great rocks.",Walking through the path was great.  And finding little by little so many details they have taken care of.,27-Aug-16,Friends,Onguma Bush Camp
Tickedthebox50,"Perth, Australia",Excellent Tour,"It was a bucket list trip for my husband and I, for a long time. This tour did not disappoint. Communication was quick and efficient. The ride on the sand dunes was thrilling and a very cool experience. The landscape was stunning. We had a lovely lunch and was well looked after by Victor. He was so lovely and an experienced driver, especially riding on the sand dunes. We felt so safe and had the most amazing time. Will highly recommend this tour.",20-Feb-24,Couples,Namutoni
Tiffany C,"Vancouver, British Columbia, Canada",Worth visiting when in Namibia,"Breathtaking! Very tranquil and peaceful. Great for those who enjoy hiking, climbing, star gazing, nature and wildlife.",10-Aug-15,Couples,Daan Viljoen Nature Reserve
Tiffy_Bird,"La Plata, MD",First-rate collection of ancient petroglyphs,"In just a 45-minute guided walk at Twyfeltontein, you can see literally hundreds of San (or Bushman) rock engravings that date between 2,000 and 10,000 years old. One of the largest concentrations of petroglyphs in Africa, Twyfelfontein is said to hold more than 2,000 rock engravings, and the path takes you along an impressive array.When you pay the admission fee, you are assigned a local guide to accompany you. Our interpreter, Arthur, was great.  He explained what the symbols meant (several pertained to water sources in this arid land), the significance of certain animals to the San people (giraffes indicated water), and he even described Bushman hunting techniques.  Arthur readily answered all questions and kept a lighthearted, but informative tone. In short, if you like ancient art, culture, or geology, there is much to learn at Twyfelfontein.  TIPS:  Aim for an early morning hike. I went in August, Namibian winter, and even so, it gets very hot by late morning in this exposed location.  And, whenever you go, take water on your trek.  You will need to do some very easy climbing along boulders and rocks and there are a couple of elevated platforms with stairs. I was glad I wore hiking boots, but they aren't absolutely necessary.",1-Sep-14,Solo,Waterberg National Park
Tiffy_Bird,"La Plata, MD","Stark, Surreal Vista","Deadvlei's panorama could easily be mistaken for a Salvador Dali painting, an image from a planetary rover, the set for a post-apocalyptic film, or a glimpse of an interrupted dream.  Deadvlei is that surreal. Knowing the scorched trees are between 600 and 900 years old, I felt a conceptual, poetic awe, whereas the dunes had evoked a more physical, visceral response.  The contrast was exciting. Even though I saw many beautiful photos of Deadvlei beforehand, I was not disappointed. Go.  The 20-minute walk to the pan is easy.  Once there you can space travel however long you wish and re-enter Earth when you return to your car.",2-Sep-14,Solo,Waterberg National Park
Tig68,"Milan, Italy",Beautiful place out of time!,"This place is amazing.Is like leaving for a time-trip to the end of 19th Century...The village is now ""eated"" by a sand dune which is inesorably walking on the old houses.Sand is everywhere, donating to this place an old wild west feeling...It's worthy a visit, absolutely!!",1-Sep-15,Couples,Okaukuejo waterhole
Tigerlily,"Northallerton, UK","Smooth, efficient and friendly service","I recently had a limited 10 day period where I was wanting to see as much of Nambia as feasible. Having read good reviews on Nambia Tours & Safaris, I contacted them to arrange an itinerary for me. From the start Tanya was prompt with responses and ideas as we worked through my preferred options.Having now completed my trip, I can confirm the options provided were a successful choice, giving a wide variety of experiences in an amazing country.I would certainly recommend Namibia Tours & Safaris, and would use them again for future trips to Nambia.",19-Nov-15,Solo,Namutoni
tigerlilykelly,"Santa Fe, NM",What you should know...,"Wow, this will be a story I tell people for years to come and the dune will get bigger and steeper and hotter! I am glad I did this hike as the view is one of the most unique in the world! I would not do it again - and I'd do it differently. Don't go in December - height of summer - unless you are ok with 100 + degree temperatures. We started at 6:00am and it was too hot for me on our way down. We walked through the salt pan - not the main one  - and hiked a small dune/ridge and then up. It gets steep fast and the sand just slips away from your steps. If you can take one - use a camel back and keep drinking water. You can pay to get into the park early - do it. Start as early as you can. Ware closed toe shoes - I saw people walking with flip flops, which I'm sure melted later in the day. If you can carry some water to wet down a scarf around your neck, that would be good too. Take lots of breaks to catch your breath. Of course it is different for people of different athletic levels, but be smart. It is HOT probably any time of year and dry. I'm in decent shape and we did in an hour and 40 mins the way we approached it. Also unless you have a vehicle that can make it through the deep sand to get close to the base, you pay to get a ride in and back out.",18-Dec-16,Friends,Okaukuejo waterhole
TIGGERALA,"Alamosa, CO",A Namibian Highlight,"Sossusvlei is such a wonderful site to visit, but so is the entire Namib-Naukluft Park.  We entered early and took some wonderful dune/sunrise shots along the way.  With our 4x4 vehicle, we were able to park quite near to the actual pan area which pictures so vividly in all the pictures.  There is a hike across lots and lots of sand, but once you are in the pan area, it is breathtaking.  As there are fewer travelers and tourists during the pandemic period, we were able to visit this area with very few people around, picture taking was easy as there was no one to get in the way.  After our hike, we drove over to an area where there was a beautiful water hole and had lunch.  A jackel and Oryx visited us during our time and upon our departure, we hit one of the strongest windstorms the area had seen in many years.  We are happy that we visited very early, the afternoon would have been useless.  When in Swakpomund, we also took a 2 hour flight which flew over Sossusvlei, another great view of the area.",28-Jul-21,Friends,Okaukuejo waterhole
tikiNicosia,"Cape Town, South Africa",Have to see,Go and see                                                                                                                                                                                                                                         .,2-Mar-12,Couples,Onguma Bush Camp
Tim B,"London, UK",Etosha Wildlife Tour - 3 day,"Despite being unfortunate with the weather (and the season in general), our tour guide did his best to spot wildlife, and we managed to see nearly everything we wanted to see! The price including 2 meals a day + accommodation / transport to and from the park was very reasonable, and would definitely recommend!",21-Mar-17,Couples,Okaukuejo waterhole
Tim R,Fort Worth,Climb Big Daddy Dune?,"That is the question.  It is enoumous and lots of people trek up it, then gallop back down.  There are numerous other dunes flanking it and all are challenging though not as high as BD.",14-Sep-17,Solo,Okaukuejo waterhole
Tim R,Fort Worth,Twyfelfontein,This is an important cultural site in the Namibian desert.  With an experienced guide it is possible to see and learn an interpretation of the rock art left many years ago by the ancient shaman.  Tie this together with a tour of the Organ Pipes and Burnt Mountain which are nearby.,14-Sep-17,Solo,Okaukuejo waterhole
timdownton,"London, UK",The most awesome national treasure and campsite,We had a national heritage site to ourselves and camped among the boulders under the stars - like something out of a movie. Simply unbeatable as a place to be at one with nature.,11-Jan-13,Couples,Namib-Naukluft National Park
timothyg,"Los Angeles, CA",Creative offerings and at great prices,"This is a great place, with beautiful and fun offerings. And at terrific prices. My friend and I spent two days in Windhoek before our safari, and one day at the end of the trip. Before the safari, we scoped out the place, looking for gift ideas. And when we returned, we found everything we wanted and more. Some other places in Namibia offer ""genuine"" crafts that are mass-manufactured. This place has the real stuff. It's fun to window-shop and if you're looking for gifts/souvenirs, this is the only place to go.",28-Aug-22,Couples,Epupa Falls
Tina v,"Cape Town Central, South Africa",Interesting!,"We visited a couple of years ago, but found it again fascinating to walk around the area.   We recommend you take the guided tour as you then know what places you are seeing â if you do not take a guided tour, you are just looking at a group of old buildings â still interesting but better with a guide and the price is virtually the same!  It is interesting to hear the history behind the buildings and the reason for the place becoming a ghost town.We took some amazing photos! It was cold first thing in the morning but later got quite warm!",13-May-15,Couples,Spitzkoppe
Tinley Park,"Tinley Park, IL",Unique Experience,Getting to see the cheetahs up close is amazing. Watching them do the cheetah run is awesome. Being able to see a cheetah run is incredible and something that I won't forget. There are a variety of ways to experience the cheetahs and I would recommend anyone that has the time to take advantage of the opportunity.,22-Sep-16,Friends,Dune 45
Tissa.travels,"Rotterdam, The Netherlands",Enchanting place,"Sossusvlei is one of the highlights of Namibia, and Deadvlei is the highlight of Sossusvlei. When you get to the parking area in Sossusvlei, walk to the south and climb the dune closest by. This will give you a great first view of the area. Alternatively, walk around it on the left and climb the huge Big Daddy dune (300+ meters) the get an even better view. After getting to the top, run down the flank of the dune to get to the deadvlei. There are dozens of thousand year old trees that are so dry they don't even rot. The blue sky, orange/red dunes, with clay pan and dark brown trees make it absolutely beautiful.",24-Jul-17,Couples,Okaukuejo waterhole
Tissa.travels,"Rotterdam, The Netherlands",Culture and history in a beautiful area,"The rock engravures, some thousands of years old, give you a sense of people living here a long time ago. A guide, who's is included in the entrance fee, will take you around the area. You'll climb some rocks, which will give you a good view of the area. If you're lucky, you might see some desert elephants in the area.",24-Jul-17,Couples,Dune 45
Tivo R,"Cape Charles, VA",Spectacular and Breathtaking,Though the park is a little drive off the main road it is well worth the excursion.  The rock formations are stunning and their magnitude and size cannot be adequately captured in photos.  You simply have to experience it.  The silence is deafening there.  Take time to sit and just take it in and relish it.  Donât be in a hurry.  I wish I couldâve camped there.  Take water!,2-Nov-19,Business,Epupa Falls
TKP01845,"North Andover, MA",High marks for Namibia Tours & Safaris,"We were very pleased with NTS. We sent an email to their website with the rough details of what we were looking for, and they responded quickly, letting us know they could  plan a customized trip for the three of us--a couple and our adult son. This was especially important since we planned the trip only a month before our departure. Kady Bernstein was our consultant and she was very flexible when we needed to change the duration and scope of our trip, but still made sure she met all of our requests. She gave us good recommendations and advice, and we were happy with all of our activities and accommodations. In fact, we had the best chalet in front of the water hole in Etosha Park. Our guide, Mark Hays, was awesome. Originally a school teacher, he was incredibly knowledgeable about so many different things--geography, fauna, flora, culture--and he could spot animals and birds a mile away. He was also a safe driver and we felt very comfortable with him whether on a highway, dirt road or off-road in the bush. He never steered us wrong, whether it was deciding on a restaurant, searching for wildlife or setting our daily itinerary. We were in a versatile vehicle--plenty of space, windows that opened, and a raised roof so we could get great photos and views of the wildlife. It was the trip of a lifetime and we give NTS high marks and definitely recommend them.",19-Mar-18,Family,Okaukuejo waterhole
TLCPHDK,"Copenhagen, Denmark",OK but better options,"Nice to climb the dune, but many more âdesolateâ dunes in other places. The carpark, chairs and tables a kind of ruins the natural look",31-Jul-19,Family,Okaukuejo waterhole
Toby J,"Fairfax, CA",Best travel agent we've ever worked with!,"I cannot recommend Namibia Tours & Safaris highly enough.  We worked with Veronica electronically starting six months before our trip.  She was amazing in every way - very friendly, super-well organized, insightful, and had outstanding country and logistical knowledge!  The best travel agent and company I have ever worked with.  Before we committed to NTS, I asked for itinerary ideas and quotes from the four top rated Namibian travel agencies.  There was no comparison!  NTS and Veronica provided a unique itinerary, was super responsive, found special accommodations (not offered by others), fine-tuned the plan based on many iterations and back-and-forth with us, was the only agency that could secure the car we wanted (Fortuna 4x).  In addition, they cost less than the others. I don't know how they do it. I emailed what our family of four was interested in for our 19 day self-drive trip to Namibia.   Veronica assembled different itineraries, and together we refined our plan.  Then Veronica presented fantastic, unique accommodation options based on our mid-level lodge requests.  A few of our initial picks were not available, so Veronica came up with excellent alternatives.  She also provided recommendations on special places to visit and other logistical tips.We loved the Fortuna 4x car Namibia Tours & Safaris got for us, and all the little things they provided incl. maps, wildlife guidebooks, bandanas etc., and welcome/orientation meeting when we first arrived in Windhoek.  We stayed in touch via WhatsApp during the trip and Veronica quickly answered any questions we had along the way.  We loved our Namibian trip and highly recommend NTS and Veronica!",26-Aug-23,Family,Okaukuejo waterhole
Toekss33,"Hout Bay, South Africa",Beautiful and haunting,This place is unique and has the most haunting atmosphere. It was incredible to explore the abandoned buildings and get a glimpse into a forgotten time.,17-Jan-14,Friends,Okaukuejo waterhole
Toff Hill,"Kasane, Botswana",Busy and compact,"Lovely to see an old building in the city centre put to good use - and this craft centre combines and offers many different styles, businesses and individual hand crafts and skills under one roof. Nicely laid out and not boring, you can find many things to interest you here and know that you are supporting individuals who promote and share the hand- and other crafts of Namibia. A nice cafe for light meals and refreshments and out the back some more interesting shops and small restaurants, will give you hours of entertainment.",22-May-17,Friends,Okaukuejo waterhole
Toff Hill,"Kasane, Botswana",Take on the Challenge,"I had not planned to climb this dune (nor any maybe!) and decided I would just walk up the lower dune overlooking Dead Vlei..well once you're going, why stop? It was a fantastic walk, hike, experience and the views are simply amazing over the dune landscape stretching far off into the horisons. Getting down is fun as well! After this, dune climbing is a must whenever possible for me",29-May-17,Friends,Okaukuejo waterhole
Toff Hill,"Kasane, Botswana",A Must,"However you get there, it's a great visit. The drive in, seeing some wildlife and the fascinating dune scenery, culminates in wonderful settings of pans and massive sand dunes to walk amongst and on!",29-May-17,Friends,Okaukuejo waterhole
Tom D,"Rotterdam, The Netherlands",Best place in Namibia (for photos),The deadvlei is such an extraordinary place and is just mind blowing.  Pictures I took here were also magical.,10-May-16,Friends,Okaukuejo waterhole
Tom M,"London, UK",Anazing rock engravings and great atmospheric place,"This is a valley of rock engravings, far into the Damaraland drylands. The rock art has been prepared over thousands of years, possibly up until quite recently when the first white farmer/settlers arrived. I first visited soon after independence (1990) and on my third visit this year was very impressed with the improvements, including the visitor centre and the well-trained and helpful guide. It is a bit of walking through the rocks, but the guide was well able to talk about the art and, as bluelens explains, it is much about shamanism and becoming part of the animal world partly for hunting purposes. I felt the guide could have gone a bit further and brought out more of the discussion and less of the history of the white family and the modern name, as these are not what the site is about. I love this site for its incredible artworks, the way it opens your eyes into other ways of seeing landscape, animals and people and for its magic atmosphere.",13-Jun-11,Friends,Desert Explores
tomocb40,"Kenilworth, UK",Fab,"Fantastic place - great photo opportunities and lots of interesting wildlife! Easy to get to, about 1.5km walk!",13-Jul-18,Family,Okaukuejo waterhole
Tony E,Switzerland,A must-see attraction,"Close to the Sossusvlei sand dunes, this is a far more remarkable attraction. The black, skeletal forms of dead camel thorn trees poke out through an expanse of white clay and are silhouetted against red sandstone cliffs backed by blue sky. An amazing sight, and a photographer's wet dream. You can walk to it (3 km) from the park entrance or be driven to within a 15-minute walk of the clay pan. This is a unique attraction, and far more special than the better-known Sossusvlei dunes.",10-Jan-15,Couples,Okaukuejo waterhole
Tony R,"St. Neots, UK",Day visit,Was so looking forward to this to visit having heard so much.It's just so amazing how these German people Built so much in so short a time and what Quality.With a little tiding up they would pass as a New building that I would be HAPPY to live in.I feel a bit more needs to be done to make the trip better like.Fix the little rail line and move visitors on it.Perhaps short walk through Dimon field with the posabilty of having visitors think they could pick up a Dimond (Most unlikely) but can you imagine the excitement one would leave with (Priceless)Conditions of walk is that visitor would sell Dimond to Company.Come on spend a little of what you are getting and make the visit better.I notice you make no provision for Wheelchairs ether.,29-May-16,Couples,Okaukuejo waterhole
Tony S,"Norwich, UK",A Photographer's Dream,"Buy a permit in town the day before and arrive about 8.30am. You will then have an hour to walk anywhere you want before the guided tour begins. The tour is included, was very good and informative. It shows you the different buildings and explains their use in the 'diamond days'. With that knowledge you can then explore on your own again. Allow 3 hours overall. Good museum and coffee shop.",22-Nov-13,Couples,Okaukuejo waterhole
tonyfrasercross,"Angmering, UK",The only reason to visit Luderitz,"The remnants of diamond exploration in Southern Namibia are really worth the long drive here. Surprisingly well preserved, the town was the hub of diamond mining for nearly 40 years. Now it has been overrun with sand but and as a result is fascinating to visit and see how these early industrial settlers survived.",7-May-16,Couples,Waterberg National Park
TonyPKL,"Kings Langley, UK",See it from Big Daddy,Worth the walk to this stunning dry lake with the remains of dead trees. It looks quite out of place!,3-Jan-18,Friends,Okaukuejo waterhole
TonyPKL,"Kings Langley, UK",Worth stoping here,"Fascinating tour of the old German ghost diamond mining town. William gave us a very interesting history and flavour of the town in the early part of the 20th century. The technology developed and imported to the area to make this town work is amazing. The equal effort to bring in creature comforts for the expat community is equally so. Well worth a visit, donât just pass by it.",3-Jan-18,Friends,Okaukuejo waterhole
Tooms,"Johannesburg, South Africa",Morning ascent,Big Daddy a must in Sossusvlei. A real highlight in the area. Took just over an hour to summit with a few breaks on the way. Round trip was just under 6kms. Take plenty water.,1-Jan-19,Family,Dune 7
TootsieBones,"Pulborough, UK",Very interesting,"Its certainly worth visiting, unlike anything I've seen before. We took the shuttle as our guide plus the park attendants said it was very difficult to drive even with a 4 x 4.  It was 170 NB each (that's double the costs to get onto the park in the first place).  Turns out, lots of people drive the 10 mins themselves! Still, up to you.",21-Sep-19,Couples,Desert Explores
topojack,"Eindhoven, The Netherlands",Lots of zebra,We went to this waterhole around 1500 and we must have seen 200 zebras. There is a covered seating place to observe the animals at the waterhole. Very convenient. It was amazing to see how the leader of each group of zebras led his or her group to the water and told them when to leave. Very organised in order all zebras got a chance to drink.,4-Feb-20,Couples,Otjikoto Lake
topojack,"Eindhoven, The Netherlands",Top attraction,"Dead vlei was for us one of the top attractions in Namibia because of the great contrast between the red sand waves, the dead and life trees, grey sand and small canyon. Great photo opportunities. A little effort to get there....about 30 min walk through loose sand.",18-Jan-20,Couples,Onguma Bush Camp
Torino,torino,GOOD REALITY.,"It is a very beautiful place, born from the passion of a woman in love with cheetahs who spent a lot of time studying their behaviors, habits, before creating this center for the protection of this special at risk. Cheetahs are threatened by illegal wildlife trafficking, shepherds killing them to defend their flocks, attacks by other predators.In this center they welcome cubs removed from poaching, wounded and sick specimens; if possible, after treating them, they reintroduce them into the wild with a radio collar, if they are not in a condition to be released they keep them there treating and feeding them. During the visit you can see them very closely and, at special times, watch their meal. Each one is explained the story, where they come from, why they are there and what their future destiny will be. There are also some elderly specimens who have reached an age not possible in nature and who spend their lives there, among adequate care and food.In addition to this there are goats that are raised for milk and a very nice project involving the breeding of anatolian sheep dogs. These dogs are given to shepherds to defend their flocks and thus reduce the need for man to have to kill the cheetah. This offers a concrete solution to the problem of the cheetah's attack on livestock and raises human awareness of its preservation. We saw some adult dogs and a beautiful litter, who will become accustomed to becoming the keeper of the flock, putting puppies in contact with livestock from an early age.The project is very nice, it is absolutely worth visiting the center and supporting it.There is also a cafe selling products of their own production, very good.",2-Sep-24,Couples,Waterberg National Park
tornillo2015,"Cortez, CO",Very nice petroglphs with excellent guide,Well organized and assigned a guide upon arrival.  His tour was worthwhile with lots of nice rock art.  If you are in this area one of the very few things to see.  Roads around this area are absolutely horrible...be prepared.,9-Sep-16,Couples,Daan Viljoen Nature Reserve
Toronto,"Toronto, Canada",Terrific...,"I was not keen on going to the conservation, as I expected it to be more like a zoo, but I was so impressed with all the work they are doing to try to save the cheetahs, that I was completely blown away. It is best to go early in the morning (8am) when they exercise the cheetahs and you can go into the exercise yard with the animals.....facinating to see them racing around to catch a piece of cloth. Afterwards, a ride in an open jeep to see the ""retired"" cheetahs, gives you a chance to take close up pictures.",5-Apr-14,Couples,Dune 45
TorontoJan,Toronto,Rock Engravings,"The rock engravings are of important historical significance.  They are able to be clearly seen, but remain exposed to the elements, surely a worrying thought.  Our guide at this site, Jeneth, was enthusiastic and knowledgeable.",1-Mar-13,Couples,Okaukuejo waterhole
tosellisw5,"Singapore, Singapore",Excellent service all the way,"We booked a 16 day self drive holiday with  Namibia Tours and Safaris. The service was fantastic.We were met and every part of our trip explained.GPS was already prepared with all the places we visited and more.  Namibia is a country with vast distances. We had a problem with our vehicle and they replaced the vehicle. The driver drove almost 1000 kmâs to deliver another vehicle to us .Wilmari who booked the trip was very , very helpful. The response and follow up when we communicated fast abd friendly.Happy to recommend this conpany anytime .",10-Dec-17,Couples,Etosha_Pan
totineke,"gardnerville, nv",ancient rock art,This spot in Damara land is fascinating. The guides are very knowledgable and grew up in the area. they get a two year education before they are licensed,21-Dec-13,Friends,Spitzkoppe
Toulouse,"Toulouse, France",A good moment,"A visit, surprises, support. Beyond the support provided by your visit, you will also be able to do the mini serengeti route and have the chance, like us, to see giraffes, kudu, oryx, warthogs, etc... and even a rhino which loaded the car with our guideâ¦ but couldnât catch up ðWe spent the night there, peacefully.The staff is very welcoming and contrary to what I have read, no one reached out for a tip. However, tipping is not paying a ransom and should be a gesture of thanks. Culturally I know that some inhabitants of other countries are not very generous on this point reasoning as in theirs in which the service is mentioned as included in the price paidâ¦. To the wise...",31-Dec-23,Couples,Desert Explores
Tracey W,"Chesterton, UK",Great tour,Easy to get to and great tour with a quirky guide. Short walks around main sights was a pleasant way to stretch legs.,27-Aug-17,Couples,Desert Explores
Tracy B,"San Leandro, California, United States",Luderitz and Kolmanskop-  4 hours is plenty.,"This was a cruise ship stop on our itinerary.  It was an interesting small town, which dates back to the end of the 19th and beginning of the 20th century.  The only reason it is here at all is Kolmonskop, a diamond mine that is still being worked, but mostly has become a ghost town with its buildings being slowly swallowed by the sand.The history itself is interesting and the tour included with your entrance fee is worthwhile, but other than an interesting photo stop, a couple hours here is plenty.",22-Jun-15,Couples,Namutoni
Tracy K,"Los Altos, CA (USA)",Fascinating look at early man,"As others have said, it does get hot in this part of the world so a trip here either early morning or late afternoon is to be advised.  Unfortunately we had to do it mid-day!  But it was still a very interesting stop and we were all glad we did the longer (45 minute) hike.  What you see on that one is the addition of sea creatures to the animals drawn on the rocks -- which is amazing since the location is about 90 km away from the ocean.  The guide assigned to us (in a group of about 15) was very knowledgeable if not exactly chatty.  There is some clambering over rocks to do but nothing very challenging. Anyone with serious mobility issues, however, should not try the hike.  There is a curio shop that is interesting to poke around in and a place to get some water/cold drink.  Once you are here you can also drive a very short distance to the ""organ pipes"" and the Burnt Mountain.  In that same area there are also several good examples of the ""thousand year old plant ""(the weltwichia - sp??) which was interesting to see also.",26-Oct-14,Friends,Okaukuejo waterhole
trainfan2000,"Hamilton, Canada",A Town Frozen in Time,"This is a fascinating trip to make if you are in Luderitz. The town was an old German diamond mining town that was abandoned in 1954. What you see is a deserted town but the buildings are still in good shape - although filling with sand. The main building still houses a bowling alley that looks like it is waiting for someone to start a game. The town's hospital, school and several stately homes wait to be explored. The sand is slowly engulfing the buildings and the town producing an eerie feeling as you walk through the deserted hospital and other buildings. The wind is constant here and increases in the afternoon. The sand is everywhere so wear appropriate footwear, take a hat and sunscreen. There is a reasonably priced restaurant in the main building. The tour guides vary in approach so see if you can find a good one or maybe switch tours. Our guide stayed in one place and pointed things out, another guide took his tour to the buildings and explained what they were seeing.",4-Jul-14,Couples,Namib Desert
Trav0108,"Hartbeespoort, South Africa","See it now, gone tomorrow","Visited rock art engraving World Heritage site at Twyfelfontein in March 2016. Guide allocated at the site to our small group not well informed about engravings, could not answer questions effectively. Appeared that it was a bother for her to take us through the site. There is no conservation of the engravings and I foresee that it will be completely eroded off the rocks within a decade or two even though it has been around for 6000 thousand years. The area has become more arid and the fine sand is blasting the surface off the rocks. There is evidently 2000 rock art engravings in and around the mountain but we were shown only about twenty.No attempt has been made to make the path up the rocks safe for tourists. We slipped and slid on stones up and down the pathways that are strewn with rocks and boulders. The reception area toilets at the site are pits in the ground with toilet pans fitted over the holes, there is a most awful stench in the air. I noted that nobody lingered after viewing the rock art even though there is a curio shop and a small area that has tables and chairs. Total disappointment.",28-Mar-16,Family,Dune 45
trav226,"New York City, NY",Depends what you are into,"If you find rock carvings very interesting, you'll really like this, if not - meh. The surrounding area is not gorgeous - it reminded me of Arizona. Lots of red rock everywhere but Sedona is much prettier. If it were cooler I would have enjoyed this more but the heat and fact that you're walking up some stairs as well as very rocky, uneven uphill surfaces made it not really worth it to me. Plus after an hour it's like enough already, I get it.  I could have easily skipped this or maybe just seen one rock's worth of carvings and been fine.",30-Oct-17,Friends,Namutoni
Travel_Bug48483838,Canada,Superb day trip with Norman!,"Superb trip to Sandwich Harbour with tour guide/driver Norman! Included pick-up and drop-off was on time and seamless, tour guide/driver Norman was professional, knowledgeable and personable! Included lunch was simply superb (selection of BBQ ribs, chicken and meats with some snacks and dessert. Cold beverages - alcoholic and non alcoholic - included), exceeded expectations!Driving on the dunes was unreal, and I felt very safe in the hands of capable Norman! It was truly a magnificent day, from sand dunes and salt pans to flamingoes and other wildlife in the park.Highly recommend this day trip! Company is reputable and I enjoyed my tour very much!Bonus that I could pay by credit card en route!",12-Apr-24,Solo,Okaukuejo waterhole
travel61addict,The Netherlands,A must see,When visiting Namibia this is the most photogenic spot. Access is easy one the tarred road until you reach the parking lot for non 4x4 cars. With our 4x4 car we found the last part as non experienced 4x4 drivers challenging and adventurous. But we made it just in time for the sunrise on a high dune. Unforgettable!,26-Aug-16,Couples,Onguma Bush Camp
TravelAfricaToday,South Africa,Wow - So uniqie,What a unique place. I'd seen the photos and the reality matched them. What an amazing place an entire town that has been taken back by the sand. It makes you realize how powerful the desert is. There is also a tour which is worth doing because you get extra information. Just check the times.,27-Aug-15,Family,Desert Explores
Travelaround59,"London, UK",Very very interesting,It is very interesting to see the rick carvings that are about 2000/6000 years old.Of course everyone will be thinking that their 3 years old can do better but this is not the point :)The guide is very competent and give lots of useful background and the carvings of some species away from here for 100s of kms is very interesting. I think itâs a worth a stop.,21-Feb-23,Friends,Waterberg National Park
Travelaround59,"London, UK","The drive, the animals, the dust!",Such an amazing safari along the path of Etosha National Park it was a one in a lifetime experience. Along the drive you get waterholes and at the end of the rainy season quite a lot of animals are also along the route. To be fair we felt that the DIY drive really didnât catch the full of Etosha so we come back the following evening for a sunset safari with an experienced guide that took us to the right placesâ¦unforgettable sundowners in the park also helped for a memorable day!,22-Feb-23,Friends,Okaukuejo waterhole
Travelbug,"Surat, India",One of heartbeat of Namibia,This was my one of life time place in my wishlist which was fulfilled. and that was exactly how i pretend in my dream before i visited. there is such a very few places in world that wold the attention of world and i'm happy that i made one of this. Place is extremely fabulous. generally people directly walk to the dealvlei site but best way to feel this place one must hike the duns till high you can and fall from there to down at deadvlei haha i mean come down :) and reach to base and then u realize how it is actually worthy. and i'm happy and proud that i reached down to site from tallest duns over there. that experience was life time memories..  Apart of this there are two sites one that people use to  visit and there is also one side actually same looking but many trees fells down which was as well as place to visit if you're photographer and good explorer which i recommended highly :) if you stay inside that you're lucky to be on this place 1 hour earlier then people who stay outside. closing time is almost same for all of us.,21-Nov-14,Couples,Okaukuejo waterhole
travelbugwellington,Wellington,Namibia Safari,I found the above agency on the internet and was very impressed with them. We came from NZ so it was a leap of faith which was rewarded by the excellent attention we received from Ulrike. Nothing was too much hassle and she organised a fantastic trip for us.,20-Jun-16,Couples,Onguma Bush Camp
